ADMIN2,CONTINENT,INCOME_GRP,count,rate,source,source_country,orientation
Czechia,Europe,1. High income: OECD,7,0.02943650126156434,Der Spiegel,Germany,Center left
Democratic Republic of the Congo,Africa,5. Low income,70,0.2943650126156434,Der Spiegel,Germany,Center left
Denmark,Europe,1. High income: OECD,61,0.25651808242220353,Der Spiegel,Germany,Center left
Dominica,North America,3. Upper middle income,3,0.01261564339781328,Der Spiegel,Germany,Center left
Ecuador,South America,3. Upper middle income,11,0.04625735912531539,Der Spiegel,Germany,Center left
Egypt,Africa,4. Lower middle income,12,0.05046257359125315,Der Spiegel,Germany,Center left
El Salvador,North America,4. Lower middle income,8,0.0336417157275021,Der Spiegel,Germany,Center left
Equatorial Guinea,Africa,2. High income: nonOECD,1,0.00420521446593776,Der Spiegel,Germany,Center left
Eritrea,Africa,5. Low income,6,0.02523128679562657,Der Spiegel,Germany,Center left
Estonia,Europe,1. High income: OECD,5,0.02102607232968881,Der Spiegel,Germany,Center left
eSwatini,Africa,4. Lower middle income,3,0.01261564339781328,Der Spiegel,Germany,Center left
Ethiopia,Africa,5. Low income,26,0.10933557611438184,Der Spiegel,Germany,Center left
Finland,Europe,1. High income: OECD,61,0.25651808242220353,Der Spiegel,Germany,Center left
France,Europe,1. High income: OECD,282,1.185870479394449,Der Spiegel,Germany,Center left
Gabon,Africa,3. Upper middle income,1,0.00420521446593776,Der Spiegel,Germany,Center left
Gambia,Africa,5. Low income,2,0.00841042893187552,Der Spiegel,Germany,Center left
Georgia,Asia,4. Lower middle income,17,0.07148864592094197,Der Spiegel,Germany,Center left
Greece,Europe,1. High income: OECD,34,0.14297729184188393,Der Spiegel,Germany,Center left
Greenland,North America,2. High income: nonOECD,4,0.01682085786375105,Der Spiegel,Germany,Center left
Grenada,North America,3. Upper middle income,1,0.00420521446593776,Der Spiegel,Germany,Center left
Guatemala,North America,4. Lower middle income,3,0.01261564339781328,Der Spiegel,Germany,Center left
Guinea,Africa,5. Low income,14,0.05887300252312868,Der Spiegel,Germany,Center left
Haiti,North America,5. Low income,55,0.23128679562657695,Der Spiegel,Germany,Center left
Honduras,North America,4. Lower middle income,1,0.00420521446593776,Der Spiegel,Germany,Center left
Hong Kong S.A.R.,Asia,2. High income: nonOECD,841,3.536585365853658,Der Spiegel,Germany,Center left
Iceland,Europe,1. High income: OECD,29,0.12195121951219512,Der Spiegel,Germany,Center left
India,Asia,4. Lower middle income,43,0.1808242220353238,Der Spiegel,Germany,Center left
Indonesia,Asia,4. Lower middle income,8,0.0336417157275021,Der Spiegel,Germany,Center left
Iran,Asia,3. Upper middle income,196,0.8242220353238014,Der Spiegel,Germany,Center left
Iraq,Asia,4. Lower middle income,35,0.1471825063078217,Der Spiegel,Germany,Center left
Ireland,Europe,1. High income: OECD,34,0.14297729184188393,Der Spiegel,Germany,Center left
Israel,Asia,1. High income: OECD,140,0.5887300252312868,Der Spiegel,Germany,Center left
Italy,Europe,1. High income: OECD,569,2.392767031118587,Der Spiegel,Germany,Center left
Ivory Coast,Africa,4. Lower middle income,4,0.01682085786375105,Der Spiegel,Germany,Center left
Jamaica,North America,3. Upper middle income,18,0.07569386038687972,Der Spiegel,Germany,Center left
Japan,Asia,1. High income: OECD,174,0.7317073170731708,Der Spiegel,Germany,Center left
Jersey,Europe,2. High income: nonOECD,3,0.01261564339781328,Der Spiegel,Germany,Center left
Jordan,Asia,3. Upper middle income,3,0.01261564339781328,Der Spiegel,Germany,Center left
Kazakhstan,Asia,3. Upper middle income,1,0.00420521446593776,Der Spiegel,Germany,Center left
Kenya,Africa,5. Low income,14,0.05887300252312868,Der Spiegel,Germany,Center left
Kiribati,Oceania,4. Lower middle income,1,0.00420521446593776,Der Spiegel,Germany,Center left
Kosovo,Europe,4. Lower middle income,7,0.02943650126156434,Der Spiegel,Germany,Center left
Kuwait,Asia,2. High income: nonOECD,3,0.01261564339781328,Der Spiegel,Germany,Center left
Laos,Asia,4. Lower middle income,2,0.00841042893187552,Der Spiegel,Germany,Center left
Lebanon,Asia,3. Upper middle income,301,1.265769554247267,Der Spiegel,Germany,Center left
Liberia,Africa,5. Low income,19,0.0798990748528175,Der Spiegel,Germany,Center left
Liechtenstein,Europe,2. High income: nonOECD,7,0.02943650126156434,Der Spiegel,Germany,Center left
Luxembourg,Europe,1. High income: OECD,8,0.0336417157275021,Der Spiegel,Germany,Center left
Macao S.A.R,Asia,2. High income: nonOECD,1,0.00420521446593776,Der Spiegel,Germany,Center left
Madagascar,Africa,5. Low income,4,0.01682085786375105,Der Spiegel,Germany,Center left
Malawi,Africa,5. Low income,1,0.00420521446593776,Der Spiegel,Germany,Center left
Malaysia,Asia,3. Upper middle income,7,0.02943650126156434,Der Spiegel,Germany,Center left
Mali,Africa,5. Low income,89,0.3742640874684609,Der Spiegel,Germany,Center left
Malta,Europe,2. High income: nonOECD,5,0.02102607232968881,Der Spiegel,Germany,Center left
Mauritius,Seven seas (open ocean),3. Upper middle income,3,0.01261564339781328,Der Spiegel,Germany,Center left
Mexico,North America,3. Upper middle income,68,0.28595458368376786,Der Spiegel,Germany,Center left
Monaco,Europe,2. High income: nonOECD,112,0.47098402018502944,Der Spiegel,Germany,Center left
Montenegro,Europe,3. Upper middle income,2,0.00841042893187552,Der Spiegel,Germany,Center left
Morocco,Africa,4. Lower middle income,8,0.0336417157275021,Der Spiegel,Germany,Center left
Mozambique,Africa,5. Low income,2,0.00841042893187552,Der Spiegel,Germany,Center left
Myanmar,Asia,5. Low income,28,0.11774600504625736,Der Spiegel,Germany,Center left
Namibia,Africa,3. Upper middle income,8,0.0336417157275021,Der Spiegel,Germany,Center left
Nauru,Oceania,4. Lower middle income,1,0.00420521446593776,Der Spiegel,Germany,Center left
Nepal,Asia,5. Low income,3,0.01261564339781328,Der Spiegel,Germany,Center left
Netherlands,Europe,1. High income: OECD,79,0.3322119428090832,Der Spiegel,Germany,Center left
New Zealand,Oceania,1. High income: OECD,28,0.11774600504625736,Der Spiegel,Germany,Center left
Niger,Africa,5. Low income,102,0.4289318755256518,Der Spiegel,Germany,Center left
Nigeria,Africa,4. Lower middle income,23,0.09671993271656856,Der Spiegel,Germany,Center left
Niue,Oceania,3. Upper middle income,8,0.0336417157275021,Der Spiegel,Germany,Center left
North Korea,Asia,5. Low income,44,0.18502943650126155,Der Spiegel,Germany,Center left
North Macedonia,Europe,3. Upper middle income,8,0.0336417157275021,Der Spiegel,Germany,Center left
Norway,Europe,1. High income: OECD,45,0.18923465096719932,Der Spiegel,Germany,Center left
Oman,Asia,2. High income: nonOECD,21,0.08830950378469302,Der Spiegel,Germany,Center left
Pakistan,Asia,4. Lower middle income,20,0.08410428931875526,Der Spiegel,Germany,Center left
Palau,Oceania,3. Upper middle income,11,0.04625735912531539,Der Spiegel,Germany,Center left
Palestine,Asia,4. Lower middle income,21,0.08830950378469302,Der Spiegel,Germany,Center left
Panama,North America,3. Upper middle income,3,0.01261564339781328,Der Spiegel,Germany,Center left
Papua New Guinea,Oceania,4. Lower middle income,1,0.00420521446593776,Der Spiegel,Germany,Center left
Paraguay,South America,4. Lower middle income,8,0.0336417157275021,Der Spiegel,Germany,Center left
Peru,South America,3. Upper middle income,11,0.04625735912531539,Der Spiegel,Germany,Center left
Philippines,Asia,4. Lower middle income,16,0.0672834314550042,Der Spiegel,Germany,Center left
Poland,Europe,1. High income: OECD,231,0.9714045416316232,Der Spiegel,Germany,Center left
Portugal,Europe,1. High income: OECD,50,0.21026072329688816,Der Spiegel,Germany,Center left
Qatar,Asia,2. High income: nonOECD,1,0.00420521446593776,Der Spiegel,Germany,Center left
Republic of Serbia,Europe,3. Upper middle income,13,0.05466778805719092,Der Spiegel,Germany,Center left
Romania,Europe,3. Upper middle income,20,0.08410428931875526,Der Spiegel,Germany,Center left
Russia,Europe,3. Upper middle income,321,1.349873843566022,Der Spiegel,Germany,Center left
Rwanda,Africa,5. Low income,23,0.09671993271656856,Der Spiegel,Germany,Center left
Saint Helena,Seven seas (open ocean),4. Lower middle income,10,0.04205214465937763,Der Spiegel,Germany,Center left
Samoa,Oceania,4. Lower middle income,2,0.00841042893187552,Der Spiegel,Germany,Center left
San Marino,Europe,2. High income: nonOECD,2,0.00841042893187552,Der Spiegel,Germany,Center left
Saudi Arabia,Asia,2. High income: nonOECD,16,0.0672834314550042,Der Spiegel,Germany,Center left
Senegal,Africa,4. Lower middle income,71,0.29857022708158115,Der Spiegel,Germany,Center left
Sierra Leone,Africa,5. Low income,20,0.08410428931875526,Der Spiegel,Germany,Center left
Slovakia,Europe,1. High income: OECD,3,0.01261564339781328,Der Spiegel,Germany,Center left
Solomon Islands,Oceania,4. Lower middle income,2,0.00841042893187552,Der Spiegel,Germany,Center left
Somalia,Africa,5. Low income,8,0.0336417157275021,Der Spiegel,Germany,Center left
South Africa,Africa,3. Upper middle income,52,0.21867115222876368,Der Spiegel,Germany,Center left
South Korea,Asia,1. High income: OECD,94,0.3952901597981497,Der Spiegel,Germany,Center left
South Sudan,Africa,5. Low income,2,0.00841042893187552,Der Spiegel,Germany,Center left
Spain,Europe,1. High income: OECD,101,0.424726661059714,Der Spiegel,Germany,Center left
Sri Lanka,Asia,4. Lower middle income,20,0.08410428931875526,Der Spiegel,Germany,Center left
Sudan,Africa,4. Lower middle income,21,0.08830950378469302,Der Spiegel,Germany,Center left
Sweden,Europe,1. High income: OECD,51,0.2144659377628259,Der Spiegel,Germany,Center left
Switzerland,Europe,1. High income: OECD,135,0.5677039529015979,Der Spiegel,Germany,Center left
Syria,Asia,4. Lower middle income,16,0.0672834314550042,Der Spiegel,Germany,Center left
Taiwan,Asia,2. High income: nonOECD,34,0.14297729184188393,Der Spiegel,Germany,Center left
Tajikistan,Asia,5. Low income,4,0.01682085786375105,Der Spiegel,Germany,Center left
Thailand,Asia,3. Upper middle income,20,0.08410428931875526,Der Spiegel,Germany,Center left
Tonga,Oceania,4. Lower middle income,1,0.00420521446593776,Der Spiegel,Germany,Center left
Trinidad and Tobago,North America,2. High income: nonOECD,1,0.00420521446593776,Der Spiegel,Germany,Center left
Tunisia,Africa,3. Upper middle income,18,0.07569386038687972,Der Spiegel,Germany,Center left
Turkey,Asia,3. Upper middle income,139,0.584524810765349,Der Spiegel,Germany,Center left
Uganda,Africa,5. Low income,4,0.01682085786375105,Der Spiegel,Germany,Center left
Ukraine,Europe,4. Lower middle income,77,0.32380151387720774,Der Spiegel,Germany,Center left
United Arab Emirates,Asia,2. High income: nonOECD,14,0.05887300252312868,Der Spiegel,Germany,Center left
United Kingdom,Europe,1. High income: OECD,783,3.292682926829269,Der Spiegel,Germany,Center left
United States of America,North America,1. High income: OECD,652,2.7417998317914214,Der Spiegel,Germany,Center left
Uzbekistan,Asia,4. Lower middle income,3,0.01261564339781328,Der Spiegel,Germany,Center left
Venezuela,South America,3. Upper middle income,1,0.00420521446593776,Der Spiegel,Germany,Center left
Vietnam,Asia,4. Lower middle income,2,0.00841042893187552,Der Spiegel,Germany,Center left
Yemen,Asia,4. Lower middle income,10,0.04205214465937763,Der Spiegel,Germany,Center left
Zambia,Africa,4. Lower middle income,4,0.01682085786375105,Der Spiegel,Germany,Center left
Afghanistan,Asia,5. Low income,6,0.12,Süddeutsche Zeitung,Germany,Center left
Antarctica,Antarctica,2. High income: nonOECD,2,0.04,Süddeutsche Zeitung,Germany,Center left
Argentina,South America,3. Upper middle income,1,0.02,Süddeutsche Zeitung,Germany,Center left
Australia,Oceania,1. High income: OECD,5,0.1,Süddeutsche Zeitung,Germany,Center left
Austria,Europe,1. High income: OECD,15,0.3,Süddeutsche Zeitung,Germany,Center left
Belarus,Europe,3. Upper middle income,9,0.18,Süddeutsche Zeitung,Germany,Center left
Belgium,Europe,1. High income: OECD,3,0.06,Süddeutsche Zeitung,Germany,Center left
Benin,Africa,5. Low income,1,0.02,Süddeutsche Zeitung,Germany,Center left
Bermuda,North America,2. High income: nonOECD,2,0.04,Süddeutsche Zeitung,Germany,Center left
Brazil,South America,3. Upper middle income,1,0.02,Süddeutsche Zeitung,Germany,Center left
Canada,North America,1. High income: OECD,1,0.02,Süddeutsche Zeitung,Germany,Center left
Chile,South America,3. Upper middle income,1,0.02,Süddeutsche Zeitung,Germany,Center left
China,Asia,3. Upper middle income,20,0.4,Süddeutsche Zeitung,Germany,Center left
Colombia,South America,3. Upper middle income,1,0.02,Süddeutsche Zeitung,Germany,Center left
Costa Rica,North America,3. Upper middle income,1,0.02,Süddeutsche Zeitung,Germany,Center left
Democratic Republic of the Congo,Africa,5. Low income,1,0.02,Süddeutsche Zeitung,Germany,Center left
El Salvador,North America,4. Lower middle income,1,0.02,Süddeutsche Zeitung,Germany,Center left
Finland,Europe,1. High income: OECD,3,0.06,Süddeutsche Zeitung,Germany,Center left
France,Europe,1. High income: OECD,8,0.16,Süddeutsche Zeitung,Germany,Center left
Georgia,Asia,4. Lower middle income,3,0.06,Süddeutsche Zeitung,Germany,Center left
Greece,Europe,1. High income: OECD,2,0.04,Süddeutsche Zeitung,Germany,Center left
Hong Kong S.A.R.,Asia,2. High income: nonOECD,89,1.78,Süddeutsche Zeitung,Germany,Center left
Iceland,Europe,1. High income: OECD,1,0.02,Süddeutsche Zeitung,Germany,Center left
Iran,Asia,3. Upper middle income,8,0.16,Süddeutsche Zeitung,Germany,Center left
Ireland,Europe,1. High income: OECD,5,0.1,Süddeutsche Zeitung,Germany,Center left
Israel,Asia,1. High income: OECD,4,0.08,Süddeutsche Zeitung,Germany,Center left
Italy,Europe,1. High income: OECD,32,0.64,Süddeutsche Zeitung,Germany,Center left
Japan,Asia,1. High income: OECD,4,0.08,Süddeutsche Zeitung,Germany,Center left
Lebanon,Asia,3. Upper middle income,1,0.02,Süddeutsche Zeitung,Germany,Center left
Luxembourg,Europe,1. High income: OECD,2,0.04,Süddeutsche Zeitung,Germany,Center left
Mali,Africa,5. Low income,8,0.16,Süddeutsche Zeitung,Germany,Center left
Mexico,North America,3. Upper middle income,4,0.08,Süddeutsche Zeitung,Germany,Center left
Monaco,Europe,2. High income: nonOECD,3,0.06,Süddeutsche Zeitung,Germany,Center left
Montenegro,Europe,3. Upper middle income,1,0.02,Süddeutsche Zeitung,Germany,Center left
Myanmar,Asia,5. Low income,3,0.06,Süddeutsche Zeitung,Germany,Center left
Netherlands,Europe,1. High income: OECD,1,0.02,Süddeutsche Zeitung,Germany,Center left
Niger,Africa,5. Low income,28,0.5599999999999999,Süddeutsche Zeitung,Germany,Center left
Niue,Oceania,3. Upper middle income,1,0.02,Süddeutsche Zeitung,Germany,Center left
North Korea,Asia,5. Low income,1,0.02,Süddeutsche Zeitung,Germany,Center left
Norway,Europe,1. High income: OECD,1,0.02,Süddeutsche Zeitung,Germany,Center left
Oman,Asia,2. High income: nonOECD,1,0.02,Süddeutsche Zeitung,Germany,Center left
Pakistan,Asia,4. Lower middle income,1,0.02,Süddeutsche Zeitung,Germany,Center left
Peru,South America,3. Upper middle income,2,0.04,Süddeutsche Zeitung,Germany,Center left
Poland,Europe,1. High income: OECD,17,0.33999999999999997,Süddeutsche Zeitung,Germany,Center left
Portugal,Europe,1. High income: OECD,1,0.02,Süddeutsche Zeitung,Germany,Center left
Republic of Serbia,Europe,3. Upper middle income,4,0.08,Süddeutsche Zeitung,Germany,Center left
Russia,Europe,3. Upper middle income,14,0.27999999999999997,Süddeutsche Zeitung,Germany,Center left
Rwanda,Africa,5. Low income,3,0.06,Süddeutsche Zeitung,Germany,Center left
Saudi Arabia,Asia,2. High income: nonOECD,7,0.14,Süddeutsche Zeitung,Germany,Center left
Senegal,Africa,4. Lower middle income,9,0.18,Süddeutsche Zeitung,Germany,Center left
Sierra Leone,Africa,5. Low income,5,0.1,Süddeutsche Zeitung,Germany,Center left
South Africa,Africa,3. Upper middle income,3,0.06,Süddeutsche Zeitung,Germany,Center left
South Korea,Asia,1. High income: OECD,5,0.1,Süddeutsche Zeitung,Germany,Center left
Spain,Europe,1. High income: OECD,5,0.1,Süddeutsche Zeitung,Germany,Center left
Sri Lanka,Asia,4. Lower middle income,4,0.08,Süddeutsche Zeitung,Germany,Center left
Sweden,Europe,1. High income: OECD,1,0.02,Süddeutsche Zeitung,Germany,Center left
Switzerland,Europe,1. High income: OECD,27,0.54,Süddeutsche Zeitung,Germany,Center left
Syria,Asia,4. Lower middle income,2,0.04,Süddeutsche Zeitung,Germany,Center left
Thailand,Asia,3. Upper middle income,2,0.04,Süddeutsche Zeitung,Germany,Center left
Tunisia,Africa,3. Upper middle income,1,0.02,Süddeutsche Zeitung,Germany,Center left
Turkey,Asia,3. Upper middle income,9,0.18,Süddeutsche Zeitung,Germany,Center left
Uganda,Africa,5. Low income,1,0.02,Süddeutsche Zeitung,Germany,Center left
Ukraine,Europe,4. Lower middle income,7,0.14,Süddeutsche Zeitung,Germany,Center left
United Arab Emirates,Asia,2. High income: nonOECD,1,0.02,Süddeutsche Zeitung,Germany,Center left
United Kingdom,Europe,1. High income: OECD,20,0.4,Süddeutsche Zeitung,Germany,Center left
United States of America,North America,1. High income: OECD,48,0.96,Süddeutsche Zeitung,Germany,Center left
Zambia,Africa,4. Lower middle income,1,0.02,Süddeutsche Zeitung,Germany,Center left
